TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ;NR_COTST
F.I.I.;18.307.582/0001-19;HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;230397795.78;
F.I.I.;18.308.516/0001-63;XP HOTÉIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;386446743.49;
F.I.I.;18.311.024/0001-27;SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;12688316.04;
F.I.I.;18.312.285/0001-61;EZTB Fundo de Investimento Imobiliário - FII;2019-02-28;252384500.19;
F.I.I.;18.330.535/0001-96;RB CAPITAL PETROS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;224634093.34;
F.I.I.;18.369.510/0001-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII;2019-02-28;116017599.25;
F.I.I.;18.497.672/0001-10;FUNDO DE INVESTIMENTO IMOBILIARIO POLO ESTOQUE II - FII;2019-02-28;17472143.51;
F.I.I.;18.570.740/0001-29;QUORUM HASTA - FUNDO DE INVESTIMENTO IMOBILARIO - FII;2019-02-28;10503167.44;
F.I.I.;18.579.302/0001-21;TAG BTS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;36054071.69;
F.I.I.;18.730.914/0001-73;FUNDO DE INVESTIMENTO IMOBILIÁRIO EXCLUSIVO INFRA PATRIMONIAL II;2019-02-28;89257079.74;
F.I.I.;18.836.451/0001-29;REAG RIACHO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;-558242.36;
F.I.I.;18.874.954/0001-99;TARANTO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;-481910.50;
F.I.I.;18.874.965/0001-79;CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;182501122.93;
F.I.I.;18.929.051/0001-68;GOODMAN PATRIMONIAL I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;-185010.20;
F.I.I.;18.929.353/0001-36;BRL EDIFÍCIOS COMERCIAIS FII;2019-02-28;19795872.21;
F.I.I.;18.950.957/0001-64;CHALLENGER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;385127506.49;
F.I.I.;18.979.895/0001-13;CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;152565783.58;
F.I.I.;19.026.454/0001-60;BRL LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;110507543.28;
F.I.I.;19.107.604/0001-60;OURO PRETO DESENVOLVIMENTO IMOBILIARIO I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;36158397.78;
F.I.I.;19.131.224/0001-60;SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;1137660338.30;
F.I.I.;19.213.231/0001-01;AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;123822103.26;
F.I.I.;19.239.245/0001-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII;2019-02-28;598856994.49;
F.I.I.;19.249.956/0001-50;LA DÉFENSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;14772510.38;
F.I.I.;19.267.845/0001-76;VGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;71562877.04;
F.I.I.;19.419.994/0001-03;2509 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;2328121441.33;
F.I.I.;19.442.626/0001-86;CTBH FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;103416932.42;
F.I.I.;19.628.741/0001-40;FUNDO DE INVESTIMENTO IMOBILIÁRIO MORUMBI TOWN I;2019-02-28;320487818.03;
F.I.I.;19.722.048/0001-31;LOFT I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;42431327.35;
F.I.I.;19.959.754/0001-00;AB CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;37011918.04;
F.I.I.;20.003.001/0001-05;MIKEONE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;36863163.92;
F.I.I.;20.019.120/0001-48;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII 4KIDS;2019-02-28;159838773.38;
F.I.I.;20.118.470/0001-61;CASPER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;49724267.73;
F.I.I.;20.118.492/0001-21;PLATINUM FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;67464289.60;
F.I.I.;20.118.507/0001-51;CEDRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;37492677.41;
F.I.I.;20.132.453/0001-89;FUNDO DE INVESTIMENTO IMOBILIARIO TC BTOWERS - FII TC BTOWERS;2019-02-28;42597296.65;
F.I.I.;20.216.935/0001-17;BRADESCO CARTEIRA IMOBILIÁRIA ATIVA;2019-02-28;205312696.33;
F.I.I.;20.265.434/0001-20;FII VOTORANTIM SECURITIES IV;2019-02-28;1398354500.39;
F.I.I.;20.265.467/0001-70;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BERLIM;2019-02-28;39730138.23;
F.I.I.;20.680.775/0001-62;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRISA RENDA IMOBILIÁRIA;2019-02-28;1123814839.01;
F.I.I.;20.716.161/0001-93;BB RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;94113791.64;
F.I.I.;20.717.355/0001-03;LA SHOPPING CENTERS II FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;55755250.81;
F.I.I.;20.748.515/0001-81;BRESCO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;1498334510.91;
F.I.I.;20.787.427/0001-99;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII MEILI;2019-02-28;14509047.57;
F.I.I.;20.834.884/0001-97;HEDGE TOP FOFII FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;107110547.98;
F.I.I.;20.990.694/0001-69;FGRP FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;179735083.05;
F.I.I.;21.044.600/0001-21;BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;404018183.44;
F.I.I.;21.067.825/0001-01;BPG LOGÍSTICA I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;195172935.16;
F.I.I.;21.085.472/0001-64;TA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;84770224.05;
F.I.I.;21.085.863/0001-89;EBT FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;180470596.12;
F.I.I.;21.126.204/0001-43;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO;2019-02-28;697328241.87;
F.I.I.;21.398.200/0001-14;LA SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;214980047.11;
F.I.I.;21.408.063/0001-51;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII;2019-02-28;104059615.99;
F.I.I.;21.500.481/0001-74;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL V;2019-02-28;71907099.50;
F.I.I.;21.500.500/0001-62;IRB INTERNACIONAL FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;320247700.46;
F.I.I.;21.500.514/0001-86;PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;60856993.41;
F.I.I.;21.642.282/0001-09;TS PART FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;116963516.98;
F.I.I.;21.826.249/0001-20;VRE DESENVOLVIMENTO III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;49413728.30;
F.I.I.;21.917.235/0001-12;IPS PB - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;203486382.18;
F.I.I.;22.003.469/0001-17;NOVA I - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;49951109.04;
F.I.I.;22.016.625/0001-84;FDL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;57671238.65;
F.I.I.;22.044.621/0001-00;TC EMPRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;9752973.12;
F.I.I.;22.081.808/0001-83;BRAZIL PROPERTIES INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;17292549.09;
F.I.I.;22.103.617/0001-75;TC ALMAVI FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;82762787.35;
F.I.I.;22.104.821/0001-00;BTERRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;7022051.52;
F.I.I.;22.211.522/0001-75;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CONVIDA SUAPE - FII;2019-02-28;198451287.62;
F.I.I.;22.219.335/0001-38;BANESTES RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;122179381.91;
F.I.I.;22.340.978/0001-35;G5 JOMAFIL - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;227652178.97;
F.I.I.;22.459.737/0001-00;MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;173642730.95;
F.I.I.;22.646.161/0001-90;IZAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;182483251.76;
F.I.I.;22.684.264/0001-44;SANTO EMILIANO FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;0.00;
F.I.I.;22.957.521/0001-74;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;21509132.18;
F.I.I.;23.120.006/0001-06;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS-FII;2019-02-28;148113470.62;
F.I.I.;23.120.027/0001-13;BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;104783843.49;
F.I.I.;23.120.098/0001-16;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;2019-02-28;420063095.22;
F.I.I.;23.179.381/0001-13;NIHAL FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;2019-02-28;65087320.23;
F.I.I.;23.426.470/0001-17;GOODMAN PATRIMONIAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;-14341912.20;
F.I.I.;23.532.837/0001-87;FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;2019-02-28;203639838.13;
F.I.I.;23.533.796/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO JK D - FII;2019-02-28;142784662.34;
F.I.I.;23.537.203/0001-17;FUNDO DE INVESTIMENTO IMOBILIARIO MV9 - FII;2019-02-28;152173463.41;
F.I.I.;23.538.112/0001-04;FUNDO DE INVESTIMENTO IMOBILIARIO SF - FII;2019-02-28;49565507.92;
F.I.I.;23.570.871/0001-46;FUNDO DE INVESTIMENTO IMOBILIÁRIO TM - FII;2019-02-28;306260212.28;
F.I.I.;23.582.914/0001-03;FUNDO DE INVESTIMENTO IMOBILIÁRIO CJ - FII;2019-02-28;85256673.13;
F.I.I.;23.740.527/0001-58;FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS;2019-02-28;611670372.94;
F.I.I.;23.740.552/0001-31;FUNDO DE INVESTIMENTO IMOBILIARIO VOTORANTIM PATRIMONIAL XII;2019-02-28;9744757.85;
F.I.I.;23.740.595/0001-17;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING;2019-02-28;213245899.48;
F.I.I.;23.768.027/0001-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOP CENTER;2019-02-28;421752928.40;
F.I.I.;23.781.211/0001-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII;2019-02-28;695404779.52;
F.I.I.;23.876.086/0001-16;JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB;2019-02-28;25750616.81;
F.I.I.;23.964.843/0001-03;BRIO REAL ESTATE II - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;33908777.86;
F.I.I.;23.964.908/0001-10;PRIME 16 -FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;403576008.69;
F.I.I.;24.069.712/0001-25;GGR ESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;0.00;
F.I.I.;24.070.076/0001-51;EVEN PERMUTA KINEA FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;67270369.05;
F.I.I.;24.703.709/0001-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH;2019-02-28;2868118.47;
F.I.I.;24.774.904/0001-32;NF CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;36531927.68;
F.I.I.;24.796.967/0001-90;LOFT II MAISON SÃO PAULO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;22958597.09;
F.I.I.;24.814.916/0001-43;FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR;2019-02-28;13803999.40;
F.I.I.;24.853.044/0001-22;VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;77019960.99;
F.I.I.;24.853.060/0001-15;XPCE RE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;7597913.04;
F.I.I.;24.960.430/0001-13;KINEA ÍNDICES DE PREÇOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;1863000981.47;
F.I.I.;25.032.881/0001-53;FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL;2019-02-28;127191617.49;
F.I.I.;26.091.656/0001-50;OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO- FII;2019-02-28;74019601.21;
F.I.I.;26.191.053/0001-20;GOLDEN WEST VX FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;17840668.60;
F.I.I.;26.195.121/0001-20;BRAZIL REAL ESTATE VICTORY FUND I - FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;25772513.23;
F.I.I.;26.269.251/0001-60;WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;145469731.47;
F.I.I.;26.314.437/0001-93;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RBR DESENVOLVIMENTO;2019-02-28;45006681.72;
F.I.I.;26.395.660/0001-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET I;2019-02-28;215997990.22;
F.I.I.;26.452.179/0001-01;VIRACONDO FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO;2019-02-28;64968346.07;
F.I.I.;26.499.833/0001-32;MALLS BRASIL PLURAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;289552298.72;
F.I.I.;26.502.761/0001-35;CATUAÍ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;34224457.59;
F.I.I.;26.502.794/0001-85;XP Log Fundo de Investimento Imobiliário - FII;2019-02-28;363401600.45;
F.I.I.;26.502.810/0001-30;XPCE RE FII 2 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;6589456.12;
F.I.I.;26.511.274/0001-39;RB CAPITAL RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;61045345.88;
F.I.I.;26.545.627/0001-11;BRL VI FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;-2699253.27;
F.I.I.;26.614.291/0001-00;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;623337450.37;
F.I.I.;26.642.727/0001-66;DIAMANTE FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;107339701.16;
F.I.I.;26.642.834/0001-94;JIVE ATIVOS IMOBILIÁRIOS II - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;55738906.09;
F.I.I.;26.846.134/0001-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL LAND;2019-02-28;54522.12;
F.I.I.;26.846.202/0001-42;FUNDO DE INVESTIMENTO IMOBILIÁRIO - HABITAT I;2019-02-28;147949397.08;
F.I.I.;26.846.280/0001-47;FUNDO DE INVESTIMENTO IMOBILIÁRIO TORDESILHAS;2019-02-28;109642.53;
F.I.I.;26.990.011/0001-50;TREECORP REAL ESTATE FII - I;2019-02-28;28402182.15;
F.I.I.;27.212.823/0001-37;TMJ FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;4302496.68;
F.I.I.;27.293.689/0001-46;OLAVSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;6309204.68;
F.I.I.;27.368.600/0001-63;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA;2019-02-28;205226235.55;
F.I.I.;27.368.617/0001-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO QUINTAS;2019-02-28;29901047.70;
F.I.I.;27.368.863/0001-72;FUNDO DE INVESTIMENTO IMOBILIÁRIO COLATERAL;2019-02-28;195904867.26;
F.I.I.;27.529.279/0001-51;FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS;2019-02-28;161699835.26;
F.I.I.;27.538.460/0001-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHARE STUDENT LIVING;2019-02-28;26712265.04;
F.I.I.;27.538.477/0001-81;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;2019-02-28;13377823.87;
F.I.I.;27.602.955/0001-75;FUNDO DE INVESTIMENTO IMOBILIÁRIO MILLENIUM - FII;2019-02-28;33569387.40;
F.I.I.;27.771.568/0001-62;FRAM CAPITAL VI FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;3412440.21;
F.I.I.;27.771.586/0001-44;GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;19387958.38;
F.I.I.;28.065.397/0001-19;FL SHOPPINGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;55301762.63;
F.I.I.;28.090.655/0001-17;VALORA RE I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;45096542.03;
F.I.I.;28.108.193/0001-18;DEL MONTE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;8152278.69;
F.I.I.;28.152.272/0001-26;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS;2019-02-28;148818980.85;
F.I.I.;28.216.384/0001-01;Sicoob Agências Fundo de Investimento Imobiliário;2019-02-28;26910270.00;
F.I.I.;28.267.530/0001-10;SABUGAL FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;4588326.05;
F.I.I.;28.516.325/0001-40;XP Industrial Fundo de Investimento Imobiliário;2019-02-28;245834000.00;
F.I.I.;28.516.650/0001-03;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST CYRELA FII;2019-02-28;52173637.91;
F.I.I.;28.693.595/0001-27;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I;2019-02-28;88122857.12;
F.I.I.;28.737.771/0001-85;ALIANZA TRUST RENDA IMOBILIARIA - FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;97098212.76;
F.I.I.;28.757.546/0001-00;XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;2019-02-28;508890362.34;
F.I.I.;28.830.325/0001-10;FUNDO DE INVESTIMENTO IMOBILIARIO IRIDIUM RECEBIVEIS IMOBILIARIOS;2019-02-28;139752220.87;
F.I.I.;28.851.767/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA;2019-02-28;72255487.69;
F.I.I.;28.893.734/0001-66;RENOVA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;142037708.03;
F.I.I.;29.018.899/0001-51;TOP CENTER II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;66890259.13;
F.I.I.;29.216.463/0001-77;FUNDO DE INVESTIMENTO IMOBILIARIO MOGNO FUNDO DE FUNDOS;2019-02-28;123179500.98;
F.I.I.;29.267.567/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII;2019-02-28;53032494.06;
F.I.I.;29.299.737/0001-39;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;8551939.74;
F.I.I.;29.467.977/0001-03;FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE;2019-02-28;261373834.81;
F.I.I.;29.641.226/0001-53;CSHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;153915345.97;
F.I.I.;29.787.928/0001-40;FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL CREDITO IMOBILIARIO;2019-02-28;68532371.71;
F.I.I.;29.800.650/0001-01;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRLPROP;2019-02-28;104229261.13;
F.I.I.;29.852.732/0001-91;VALORA RE III FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;108781627.94;
F.I.I.;30.017.492/0001-99;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;8067952.79;
F.I.I.;30.091.444/0001-40;FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO KINEA FII;2019-02-28;137311366.40;
F.I.I.;30.091.506/0001-14;FUNDO DE INVESTIMENTO IMOBILIARIO NOVA IGUACU - FII;2019-02-28;186807650.81;
F.I.I.;30.130.708/0001-28;KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;416628713.69;
F.I.I.;30.166.700/0001-11;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PRIVATE CREDITO IMOBILIARIO;2019-02-28;39024886.93;
F.I.I.;30.248.129/0001-84;VX VI - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;2951105.95;
F.I.I.;30.248.180/0001-96;HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;10121211.96;
F.I.I.;30.258.790/0001-70;PRAZO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-28;1801684.82;
F.I.I.;30.492.505/0001-81;FUNDO DE INVESTIMENTO IMOBILIÁRIO CDURP;2019-02-28;84117051.71;
F.I.I.;30.495.165/0001-42;NE Logistic Fundo de Investimento Imobiliário;2019-02-28;530924441.77;
F.I.I.;30.578.275/0001-78;FUNDO DE INVESTIMENTO IMOBILIÁRIO GV BLUE CHIP;2019-02-28;62263891.65;
F.I.I.;30.578.316/0001-26;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET II;2019-02-28;85735581.26;
F.I.I.;30.579.348/0001-46;MAC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;206840323.36;
F.I.I.;30.629.603/0001-18;FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO;2019-02-28;296388545.41;
F.I.I.;30.871.660/0001-09;VBI ULIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;41797774.97;
F.I.I.;30.871.716/0001-25;GREEN ROCK - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;29900421.48;
F.I.I.;30.982.880/0001-00;JPP ALLOCATON MOGNO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;14990447.09;
F.I.I.;30.982.923/0001-57;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII VITACON;2019-02-28;4037772.62;
F.I.I.;31.145.875/0001-05;BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;245873144.11;
F.I.I.;31.373.514/0001-16;SÃO JORGE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;11663262.10;
F.I.I.;31.524.769/0001-32;KODY FUNDO DE INVESTIMENTO IMOBILIARIO;2019-02-28;31236978.20;
F.I.I.;31.544.514/0001-31;FUNDO DE INVESTIMENTO IMOBILIARIO MIRANTE DAS AGUAS;2019-02-28;63614053.25;
F.I.I.;31.547.782/0001-07;AGRI8 - FUNDO D E INVESTIMENTO IMOBILIARIO;2019-02-28;37872553.91;
F.I.I.;31.772.231/0001-47;COLONIZADOR I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;51365223.45;
F.I.I.;31.962.875/0001-06;PROLOGIS BRAZIL LOGISTICS VENTURE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;2343041188.03;
F.I.I.;32.186.230/0001-83;VAM FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;13049080.13;
F.I.I.;97.521.194/0001-02;CLARITAS LOGÍSTICA I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-28;156077595.67;
F.I.I.;97.521.225/0001-25;MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-28;297474425.31;
FIDC;05.285.819/0001-66;IDEAL EDUCAÇÃO FIDC;2019-02-28;;0
FIDC;05.753.599/0001-58;GP AETATIS II FIDC IMOBILIARIOS;2019-02-28;;0
FIDC;05.754.060/0001-13;CATERPILLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO INDUSTRIAL II;2019-02-28;713550012.56;3
FIDC;06.018.364/0001-85;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FIDC PREMIUM;2019-02-28;94125513.76;99
FIDC;06.081.379/0001-98;OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2019-02-28;190975386.49;1
FIDC;06.182.371/0001-18;FOR-TE FIDC;2019-02-28;1599553837.45;10
FIDC;06.906.430/0001-53;FIDC INDUSTRIA;2019-02-28;42978023.42;2
FIDC;07.084.253/0001-30;MULTI INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-02-28;19904918.16;5
FIDC;07.162.400/0001-42;MARTINS FIDC;2019-02-28;0.00;0
FIDC;07.383.363/0001-00;LECCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-02-28;160447130.57;4
FIDC;07.399.646/0001-32;FIDC DA INDÚSTRIA EXODUS I;2019-02-28;1381848.43;2
FIDC;07.507.899/0001-82;GP FIDC FCVS;2019-02-28;11626583.10;11
FIDC;07.670.637/0001-34;MULTICRÉDITO I FIDC;2019-02-28;3010753.52;1
FIDC;07.727.002/0001-26;FIDC NÃO-PADRONIZADO PCG-BRASIL MULTICARTEIRA;2019-02-28;1462630177.33;1
FIDC;07.727.757/0001-20;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL EMPRESARIAL LP;2019-02-28;158347737.02;15
FIDC;07.738.319/0001-68;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SP RECEBIVEIS PREMIUM I;2019-02-28;9731367.54;9
