TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ;NR_COTST
FIDC;12.803.721/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO LP - NÃO PADRONIZADO;2019-03-31;12462753.02;1
FIDC;12.809.994/0001-70;MAX - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL -NÃO PADRONIZADO;2019-03-31;21387516.19;
FIDC;12.813.212/0001-77;RNX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;203293686.65;73
FIDC;12.817.329/0001-29;HAVAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;802426248.80;
FIDC;12.910.463/0001-70;CAPITAL RS NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-03-31;74022041.82;1
FIDC;13.004.286/0001-25;APOLO - FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2019-03-31;26256721.73;0
FIDC;13.005.223/0001-93;DANIELE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NP;2019-03-31;96380625.27;
FIDC;13.039.712/0001-66;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PREMIUM SOLIS;2019-03-31;43373850.69;
FIDC;13.072.143/0001-50;VERMILLION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;821220626.98;1
FIDC;13.321.819/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS VALE;2019-03-31;5922211565.22;7
FIDC;13.387.221/0001-06;AMIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2019-03-31;7211360.49;1
FIDC;13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-03-31;16030769.54;2
FIDC;13.425.492/0001-09;ACTIVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL NÃO PADRONIZADOS LP;2019-03-31;10249244.06;4
FIDC;13.504.046/0001-90;JGP CANVAS DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;89357874.74;3
FIDC;13.509.993/0001-73;POLO MULTISETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;150964645.97;5
FIDC;13.606.266/0001-24;TERRAS RARAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL NP;2019-03-31;56183808.01;3
FIDC;13.627.475/0001-54;CREDIX FIDC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2019-03-31;1207724.68;
FIDC;13.649.789/0001-58;OSHER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2019-03-31;106382858.57;
FIDC;13.670.255/0001-03;G&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-03-31;21334236.10;1
FIDC;13.733.804/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MIT;2019-03-31;314734095.74;86
FIDC;13.764.696/0001-74;SG 4870 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;8381127.35;2
FIDC;13.776.087/0001-35;V4 FIDC NP - AÇÕES JUDICIAIS;2019-03-31;288753879.20;2
FIDC;13.807.406/0001-22;BENVAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;9030085.83;11
FIDC;13.963.676/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS HOPE;2019-03-31;22728060.22;
FIDC;13.974.813/0001-24;G5 BRJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;3713256.38;3
FIDC;14.017.322/0001-58;JGP CANVAS CRÉDITO FEEDER I FIC FIDC-NP MULTICARTEIRA;2019-03-31;15761511.92;14
FIDC;14.017.351/0001-10;JGP CANVAS DISTRESSED FIC DE FI EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTICARTEIRA;2019-03-31;41509247.05;71
FIDC;14.042.458/0001-18;FEDERAL 4870 IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;109863847.54;12
FIDC;14.045.574/0001-90;BRASIL OLEO E GAS EXCLUSIVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;;382
FIDC;14.076.720/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VID INDÚSTRIA;2019-03-31;154273397.85;
FIDC;14.109.346/0001-37;FIDC MULTISEGMENTOS NPL IPANEMA II - NÃO PADRONIZADO;2019-03-31;;1
FIDC;14.132.177/0001-56;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP RED H;2019-03-31;312613002.68;
FIDC;14.166.140/0001-49;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIFRA STAR;2019-03-31;531396318.38;
FIDC;14.180.196/0001-58;JC DIVERSIFICADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;132240753.61;1
FIDC;14.239.052/0001-20;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - BRAZIL PLUS;2019-03-31;247335.83;2
FIDC;14.330.038/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS F ACB - FINANCEIRO;2019-03-31;;2
FIDC;14.351.508/0001-49;JGP CANVAS STRESSED FI EM COTAS DE FUNDO DE INVEST. EM DIREITOS CRED. NP MULTICARTEIRA;2019-03-31;32428814.45;39
FIDC;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-03-31;6370787.51;3
FIDC;14.481.752/0001-26;BERTOLUCCI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;21303085.32;1
FIDC;14.605.855/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DEL MONTE NÃO PADRONIZADO;2019-03-31;81333976.34;17
FIDC;14.606.072/0001-91;MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP;2019-03-31;45996472.31;
FIDC;14.693.954/0001-31;POLO CLUBES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2019-03-31;112172998.73;11
FIDC;14.718.674/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL JGM LP;2019-03-31;11530493.79;
FIDC;14.744.913/0001-27;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTIPLIX;2019-03-31;23179475.78;3
FIDC;14.880.030/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOTORANTIM CRÉDITO CORPORATIVO;2019-03-31;123536990.20;1
FIDC;15.254.288/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAIXA DUBLIN;2019-03-31;;15
FIDC;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2019-03-31;35521494.51;24
FIDC;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2019-03-31;142975047.81;
FIDC;15.656.321/0001-16;SCE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;25317208.45;1
FIDC;15.835.686/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC - NP GERADOR;2019-03-31;15149433.24;1
FIDC;16.502.939/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO F COBALTO - FINANCEIRO;2019-03-31;67636287.65;1
FIDC;16.503.113/0001-40;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL ADONARA - NÃO PADRONIZADO;2019-03-31;;1
FIDC;16.503.123/0001-85;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL IPANEMA III - NÃO PADRONIZADO;2019-03-31;43045660.66;2
FIDC;16.503.130/0001-87;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL IPANEMA V - NÃO PADRONIZADO;2019-03-31;;1
FIDC;16.626.130/0001-74;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BLUE CAPITAL;2019-03-31;29043083.64;1
FIDC;16.874.651/0001-40;RADIX PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;10127235.13;2
FIDC;16.874.770/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBIVEIS VHG;2019-03-31;315451917.75;
FIDC;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS PERFORMANCE;2019-03-31;186598855.87;
FIDC;17.012.639/0001-90;FIDEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;41607792.05;
FIDC;17.012.685/0001-99;CAPITAL - FUNDO DE INVESTIMENTO EM  DIREITOS  CREDITÓRIOS  NÃO  PADRONIZADOS;2019-03-31;;1
FIDC;17.013.985/0001-92;GGR PRIME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;;33
FIDC;17.015.979/0001-74;EXCLUSIVO DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;46620580.38;
FIDC;17.024.362/0001-15;EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;70849308.63;
FIDC;17.024.546/0001-85;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS AUSTER;2019-03-31;;1
FIDC;17.030.517/0001-26;PLATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL - NÃO PADRONIZADO;2019-03-31;26378421.32;
FIDC;17.030.581/0001-07;CREDIT BRASIL FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISSETORIAL HIGH;2019-03-31;50428404.35;
FIDC;17.031.327/0001-23;BRASFOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NP;2019-03-31;53741606.06;
FIDC;17.033.142/0001-58;BLACKWOOD DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2019-03-31;1138153.37;
FIDC;17.040.401/0001-78;FLOW 300 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NP;2019-03-31;25687030.91;
FIDC;17.043.211/0001-04;VHY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;132110366.43;
FIDC;17.047.287/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMPROCRED - NÃO PADRONIZADOS;2019-03-31;26378032.99;
FIDC;17.093.144/0001-32;BLACKPARTNERS MIRUNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;87800277.83;
FIDC;17.163.831/0001-87;ATLAS GLOBAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2019-03-31;24399018.14;
FIDC;17.198.361/0001-97;PLATA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NP;2019-03-31;54114440.12;
FIDC;17.198.518/0001-84;PROPEL TEKCRED FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2019-03-31;22343498.14;
FIDC;17.198.574/0001-19;PLATA FIDC - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2019-03-31;67065976.34;
FIDC;17.198.624/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP RED CAH;2019-03-31;208387141.60;
FIDC;17.198.676/0001-34;AZUL - VX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - NÃO PADRONIZADOS;2019-03-31;88653967.59;1
FIDC;17.206.614/0001-27;STEP-UP II CRÉDITO JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;43627504.09;6
FIDC;17.213.074/0001-09;CENTRUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL NAO PADRONIZADOS;2019-03-31;31981762.37;
FIDC;17.250.006/0001-10;RED ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP;2019-03-31;134652793.02;
FIDC;17.277.165/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ADIANTA;2019-03-31;13909900.08;
FIDC;17.474.548/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LF I;2019-03-31;436952972.81;
FIDC;17.498.332/0001-40;CANADA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;8522292.20;2
FIDC;17.545.987/0001-22;MURA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;64376320.59;1
FIDC;17.694.825/0001-56;VERT CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;20784369.15;
FIDC;17.717.110/0001-71;ITAPEVA VII MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;197879792.71;3
FIDC;18.048.642/0001-26;BLC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2019-03-31;437858985.14;2
FIDC;18.063.954/0001-09;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DONEGAL;2019-03-31;206261779.07;
FIDC;18.109.188/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BPG MULTISSETORIAL;2019-03-31;4164577.43;
FIDC;18.114.024/0001-37;METROPOLITANA ATIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO-PADRONIZADOS MULTISSETORIAL;2019-03-31;64515172.39;1
FIDC;18.151.682/0001-07;STONE FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;14907424.51;5
FIDC;18.152.158/0001-42;BCR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;76829490.96;15
FIDC;18.158.834/0001-95;AQUAVIT FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CP IE;2019-03-31;;0
FIDC;18.269.128/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DB 18;2019-03-31;10359298.79;
FIDC;18.289.873/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BB VOTORANTIM HIGHLAND INFRAESTRUTURA;2019-03-31;369573310.33;
FIDC;18.316.819/0001-28;AMERICAN BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;16315832.04;4
FIDC;18.387.112/0001-02;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ONIX PRIME;2019-03-31;19791951.03;19
FIDC;18.622.819/0001-56;OCEANCREDIT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;1670598.59;
FIDC;18.675.887/0001-83;SUPERNOVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2019-03-31;6698794.95;1
FIDC;18.676.987/0001-24;CLM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;24404400.22;3
FIDC;18.677.046/0001-05;BRASPOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;24247366.70;1
FIDC;18.717.841/0001-80;FIC FIDC XP SABEMI CONSIGNADOS I;2019-03-31;;731
FIDC;18.862.277/0001-99;BRASFOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL - NÃO PADRONIZADOS;2019-03-31;55100829.43;
FIDC;18.947.353/0001-69;PRK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2019-03-31;661184.01;
FIDC;19.009.231/0001-94;FAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IMOBILIÁRIOS;2019-03-31;2096355.68;1
FIDC;19.085.639/0001-45;SANASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;176395317.54;55
FIDC;19.095.084/0001-12;AGP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2019-03-31;4104685.79;5
FIDC;19.187.295/0001-85;VECTOR NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-03-31;19672930.68;2
FIDC;19.213.262/0001-62;AGG  FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDIORIOS MULTISSETORIAL NAO PADRONIZADO;2019-03-31;;1
FIDC;19.213.299/0001-90;CREDIT BRASIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NP;2019-03-31;11774567.04;
FIDC;19.216.624/0001-79;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - SAN JOSÉ CADEIAS PRODUTIVAS;2019-03-31;459422.86;1
FIDC;19.221.032/0001-45;FUNDO DE LIQUIDAÇÃO FINANCEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2019-03-31;459491550.65;1
FIDC;19.234.522/0001-86;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RCI BRASIL I - FINANCIAMENTO DE VEÍCULOS;2019-03-31;46274088.91;89
FIDC;19.250.685/0001-52;RIO FORMOSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL NP;2019-03-31;82823014.49;4
FIDC;19.307.169/0001-17;DAYCORP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;;2
FIDC;19.372.553/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA COMPANHIA PERNAMBUCANA DE SANEAMENTO - COMPESA;2019-03-31;96706691.87;
FIDC;19.388.423/0001-59;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS  EMPIRICA PÉROLA EMPREENDEDOR;2019-03-31;5629348.80;5
FIDC;19.388.482/0001-27;SEVEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-03-31;15834515.06;3
FIDC;19.390.746/0001-87;ATLAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-03-31;87101805.49;6
FIDC;19.407.663/0001-53;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LOJAS RENNER II - FINANCEIRO E COMERCIAL;2019-03-31;649223489.89;79
FIDC;19.424.642/0001-46;LOTUS PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2019-03-31;159453264.97;
FIDC;19.424.668/0001-94;PREMIUM RECEBÍVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- NÃO PADRONIZADOS;2019-03-31;21023890.35;
FIDC;19.424.674/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS INVISTA FORNECEDORES MB;2019-03-31;96617684.62;
FIDC;19.424.677/0001-85;VERUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;13639915.80;
FIDC;19.424.682/0001-98;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HAGROS - NÃO PADRONIZADOS;2019-03-31;44962220.13;
FIDC;19.476.304/0001-58;LATACHE II DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2019-03-31;;1
FIDC;19.503.125/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS FAMA;2019-03-31;6156506.32;
FIDC;19.503.193/0001-21;QUATRO.BI 12 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - NÃO PADRONIZADO;2019-03-31;4010682.20;
FIDC;19.527.871/0001-96;TS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2019-03-31;40429373.01;
FIDC;19.542.287/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CASAN SANEAMENTO;2019-03-31;209035140.38;
FIDC;19.675.590/0001-80;V7 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO - AÇÕES JUDICIAIS;2019-03-31;44069646.05;1
FIDC;19.746.810/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NUFARM BRASIL;2019-03-31;216467427.15;
FIDC;19.782.329/0001-80;FORNAX I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2019-03-31;;1
FIDC;19.832.159/0001-09;INX SSPI BONDS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;30262722.68;3
FIDC;19.921.895/0001-25;FEDERAL INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;14278549.68;14
FIDC;19.932.422/0001-23;SBK CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;6633434.39;7
FIDC;20.057.764/0001-20;HARPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;103649360.59;31
FIDC;20.093.858/0001-55;IB SIGMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;76622519.93;6
FIDC;20.093.934/0001-22;DBS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;154478590.98;9
FIDC;20.103.394/0001-10;BULLSEYE MASTER I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;460018370.50;1
FIDC;20.209.230/0001-72;MBM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2019-03-31;33790719.22;
FIDC;20.256.882/0001-68;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LAVORO III;2019-03-31;14677096.02;
FIDC;20.287.853/0001-63;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS ARARAS;2019-03-31;93154101.98;3
FIDC;20.339.860/0001-61;CAPTALYS MR FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2019-03-31;110137700.66;3
FIDC;20.460.014/0001-03;FLOWINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL;2019-03-31;54371603.16;4
FIDC;20.486.217/0001-60;V8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - AÇÕES JUDICIAIS;2019-03-31;14546772.52;1
FIDC;20.636.504/0001-00;PLENO INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;17263693.24;1
FIDC;20.649.717/0001-76;ELDORADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;34318160.75;3
FIDC;20.658.724/0001-34;SIERRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;26241402.99;1
FIDC;20.717.279/0001-36;CHEMICAL IX - FIDC - INDÚSTRIA PETROQUÍMICA;2019-03-31;645941984.00;125
FIDC;20.764.347/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CERES;2019-03-31;;2
FIDC;20.791.509/0001-07;SKALABANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;5186948.13;3
FIDC;20.820.603/0001-47;FIDC POLO RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;1512928.04;2
FIDC;20.826.761/0001-04;V9 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - MULTICARTEIRA OUTROS;2019-03-31;117954538.32;1
FIDC;20.905.778/0001-57;ACCESS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO MULTISSETORIAL;2019-03-31;56296695.93;4
FIDC;20.906.292/0001-33;TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2019-03-31;25129232.42;3
FIDC;20.968.898/0001-01;JOB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;6531703.40;3
FIDC;20.997.814/0001-50;SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;63361908.24;3
FIDC;20.997.817/0001-93;SPECIAL SITUATIONS II FUNDO DE INVESTIMENTO EM COTAS DE FIDC NP MULTICARTEIRA;2019-03-31;29305720.51;1
FIDC;20.997.818/0001-38;SPECIAL SITUATIONS I FICFIDC NP MULTICARTEIRA;2019-03-31;32113192.87;55
