COMPANY_ID;QUOTA;ISIN;NAME;DATE_INI;EXCLUSIVE;CLASS;REFERENCE;TARGET;OWNERS;ASSETS;EQUITY;DY_LAST;PRICE_QUOTA_EQUITY;PRICE_MARKET;VOLUME;TICKER
14.074.721/0001-50;52918;0;FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO;22/09/2014;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidor Qualificado e Profissional;2;57018685;56349383;0,0000%;1064.84;0;0;
28.065.397/0001-19;58266;0;FL SHOPPINGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/09/2017;False;Mandato: Segmento de Atuação: Tipo de Gestão:;03/2019;Investidor Qualificado;3;55400918;55301762;0,0000%;949.13;0;0;
02.027.437/0001-44;140000;BRBMIICTF007;FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO;10/07/1997;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidores em Geral;12;65699584;65500355;0,0000%;467.86;0;0;
30.091.444/0001-40;1317933;BRKFOFCTF006;FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO KINEA FII;03/09/2018;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;931;142620174;138677900;0,4415%;105.22;00000000114.55;0000000000033423.23;KFOF11      
29.787.928/0001-40;680000;BRBTCRCTF006;FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL CREDITO IMOBILIARIO;13/03/2018;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;54;69187216;68547418;0,7276%;100.81;00000000113.30;0000000000017917.00;BTCR11      
20.019.120/0001-48;383059;BR00GECTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII 4KIDS;13/11/2014;True;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;03/2019;Investidor Qualificado;1;161525145;161465145;-0,0176%;421.52;0;0;
14.788.458/0001-61;429421;BRAMSACTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII AMETISTA;27/01/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;1;12061387;12035137;-0,0259%;28.03;0;0;
17.324.357/0001-28;2668860;BRBPFFCTF002;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS;08/04/2013;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidores em Geral;5814;258426292;256445849;0,6353%;96.09;00000000091.40;0000000000210489.81;BPFF11      
20.680.775/0001-62;902535;BRBRRICTF007;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRISA RENDA IMOBILIÁRIA;23/09/2014;True;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;1179687470;1129275710;0,4468%;1251.23;0;0;
29.800.650/0001-01;1128069;BRBPRPCTF006;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRLPROP;14/03/2018;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;03/2019;Investidor Qualificado;30;112764281;112684647;-0,0158%;99.89;0;0;
08.924.783/0001-01;19224537;BRBRCRCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL CORPORATE OFFICE FUND;21/06/2007;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;56730;2284816507;2078328445;0,1974%;108.11;00000000092.55;0000000002377621.20;BRCR11      
09.552.812/0001-14;1461280;BRFEXCCTF007;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE CRI;06/05/2008;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;6115;150580571;149327520;0,7355%;102.19;00000000107.30;0000000000112716.79;FEXC11      
11.026.627/0001-38;8449360;BRBCFFCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE FUNDOS;07/01/2010;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;42533;748155266;727353922;0,9207%;86.08;00000000083.97;0000000001314211.57;BCFF11      
15.799.397/0001-09;1815696;BRCEOCCTF003;FUNDO DE INVESTIMENTO IMOBILIARIO - FII CEO CYRELA COMMERCIAL PROPERTIES;07/11/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;4454;161683691;160456631;0,6222%;88.37;00000000084.51;0000000000097042.82;CEOC11      
15.333.306/0001-37;3812055;BREDGACTF001;FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA;05/09/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;5412;328534153;326167659;0,2510%;85.56;00000000048.49;0000000000092999.43;EDGA11      
17.282.011/0001-04;205983;BRGLDNCTF009;FUNDO DE INVESTIMENTO IMOBILIARIO - FII GOLDEN;15/02/2013;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;1;371681989;208869497;0,6921%;1014.01;0;0;
20.787.427/0001-99;20890;BRFMLICTF002;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII MEILI;18/12/2014;False;Mandato: RendaSegmento de Atuação: HotelTipo de Gestão: Passiva;03/2019;Investidores em Geral;1;14575271;14504851;-0,0045%;694.34;0;0;
18.085.673/0001-57;41000;BRNCHBCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII NCH BRASIL RECEBÍVEIS IMOBILIÁRIOS;25/10/2015;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;12092602;12023379;-0,0574%;293.25;0;0;
17.025.970/0001-44;41494533;BRNVHOCTF003;FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE;28/07/2014;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: HospitalTipo de Gestão: Ativa;03/2019;Investidor Qualificado;93;302134480;298125685;0,7336%;7.18;00000000033.10;0000000000008731.90;NVHO11      
14.788.492/0001-36;1749658;BRPATBCTF004;FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES;21/01/2013;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;67;509694992;172238533;0,4579%;98.44;0;0;
26.314.437/0001-93;503;BRRBRMCTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RBR DESENVOLVIMENTO;04/10/2016;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;03/2019;Investidor Qualificado;45;47635677;47433281;-0,2464%;94300.76;0;0;
29.467.977/0001-03;2728868;BRRBRRCTF008;FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE;03/05/2018;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;25386;263527894;260995029;0,8551%;95.64;00000000106.50;0000000000869383.75;RBRR11      
17.311.079/0001-74;1429740;BRSAICCTF009;FUNDO DE INVESTIMENTO IMOBILIARIO - FII SIA CORPORATE;19/03/2014;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidor Qualificado;51;91439444;90854168;0,2219%;63.55;0;0;
17.365.105/0001-47;10050000;BRTBOFCTF006;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE;07/06/2013;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;9609;885407365;878427749;0,2308%;87.41;00000000082.05;0000000000187118.10;TBOF11      
28.152.272/0001-26;2399965;BRUBSRCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS;16/10/2017;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;8516;234703934;233171814;0,6390%;97.16;00000000104.28;0000000001117135.62;UBSR11      
28.152.272/0001-26;2399965;BRUBSRCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS;16/10/2017;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;8516;234703934;233171814;0,6390%;97.16;00000000104.28;0000000001117135.62;UBSR11      
15.296.696/0001-12;1784828;BRVLOLCTF009;FUNDO DE INVESTIMENTO IMOBILIARIO - FII VILA OLIMPIA CORPORATE;08/08/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;3344;153145130;151693655;0,4766%;84.99;00000000099.95;0000000000759613.75;VLOL11      
30.982.923/0001-57;4120;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII VITACON;24/12/2018;False;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;4037366;4020366;0,0000%;975.82;0;0;
26.846.202/0001-42;127614;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO - HABITAT I;02/12/2016;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidores em Geral;63;167215512;166305545;0,0000%;1303.19;0;0;
30.629.603/0001-18;3030000;BRLVBICTF002;FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO;09/11/2018;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Ativa;03/2019;Investidores em Geral;767;302338620;295606290;1,0372%;97.56;00000000107.37;0000000000002575.30;LVBI11      
29.267.567/0001-00;532951;-;FUNDO DE INVESTIMENTO IMOBILIÁRIO BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII;12/12/2018;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidor Profissional;10;53263872;52892560;0,6674%;99.24;0;0;
15.461.076/0001-91;1841677;BRBRHTCTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS;22/08/2012;True;Mandato: Segmento de Atuação: Tipo de Gestão:;03/2019;Investidor Qualificado e Profissional;11;159767848;158679769;;86.16;0;0;
15.461.076/0001-91;1841677;BRBRHTCTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS;22/08/2012;True;Mandato: Segmento de Atuação: Tipo de Gestão:;03/2019;Investidor Qualificado e Profissional;11;159767848;158679769;;86.16;0;0;
26.846.134/0001-11;860;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL LAND;28/11/2016;False;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;60037;36038;0,0000%;41.9;0;0;
21.126.204/0001-43;625540;BRBVARCTF006;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO;30/10/2014;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidores em Geral;69;698186518;697800615;0,0000%;1115.52;0;0;
10.991.914/0001-15;68518;BRCXCECTF004;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE;13/07/2009;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;973;146217813;144378962;0,9306%;2107.17;00000002275.00;0000000000154442.90;CXCE11B     
22.211.522/0001-75;180;BRCXSPCTF006;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CONVIDA SUAPE - FII;21/05/2015;True;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;210626804;202414334;;1124524.08;0;0;
13.020.465/0001-56;297;BRCXDSCTF002;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA DESENVOLVIMENTO IMOBILIARIO;01/05/2013;True;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;276344365;253030096;0,0000%;851953.19;0;0;
12.969.125/0001-03;467;BRINCPCTF008;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA INCORPORACAO;31/05/2012;False;Mandato: Desenvolvimento para VendaSegmento de Atuação: ResidencialTipo de Gestão: Ativa;03/2019;Investidor Profissional;1;551187468;544675143;0,0000%;1166327.93;0;0;
12.887.506/0001-43;53597;BRCXTLCTF003;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA;07/12/2011;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;03/2019;Investidores em Geral;614;37950861;37834807;0,1507%;705.91;0;0;
30.492.505/0001-81;77318778;BRCDUPCTF004;FUNDO DE INVESTIMENTO IMOBILIÁRIO CDURP;11/06/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;84167175;84138429;0,0000%;1.09;0;0;
00.762.723/0001-28;2594279;BRCTXTCTF014;FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL;18/08/1995;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidores em Geral;3450;124382734;123254325;0,8728%;47.51;00000000061.89;0000000000032777.04;CTXT11      
23.582.914/0001-03;45009054;BRCJFICTF007;FUNDO DE INVESTIMENTO IMOBILIÁRIO CJ - FII;20/10/2015;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;1;207074890;85720590;-0,4102%;1.9;0;0;
27.368.863/0001-72;196237;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO COLATERAL;25/01/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;196136148;195894473;;998.25;0;0;
12.927.767/0001-40;290922157;BRRPORCTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO DA REGIÃO DO PORTO;30/03/2011;True;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;2;4634852590;240746296;0,0000%;0.83;0;0;
18.730.914/0001-73;55;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO EXCLUSIVO INFRA PATRIMONIAL II;06/09/2013;True;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidor Profissional;1;89857207;89508640;;1627429.82;0;0;
08.417.532/0001-30;46971;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM;14/08/2006;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidores em Geral;2;1306268641;187014178;0,0000%;3981.48;0;0;
17.007.528/0001-95;38868;BRGESECTF001;FUNDO DE INVESTIMENTO IMOBILIARIO GENERAL SEVERIANO;04/07/2016;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;03/2019;Investidor Qualificado e Profissional;53;59439897;46143861;0,7347%;1187.19;0;0;
17.590.518/0001-25;2591500;BRFIGSCTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SHOPPING ATIVO E RENDA - FII;20/06/2013;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;03/2019;Investidores em Geral;12771;249612578;247400057;0,8695%;95.47;00000000067.96;0000000000704325.58;FIGS11      
01.201.140/0001-90;12203833;BRABCPCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;17/05/1996;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;03/2019;Investidores em Geral;23764;912324170;905334993;0,6067%;74.18;00000000107.10;0000000000326909.88;ABCP11      
30.578.275/0001-78;62394;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO GV BLUE CHIP;05/07/2018;False;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidor Profissional;1;64755280;64735080;0,0000%;1037.52;0;0;
27.538.477/0001-81;213;0;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;16/05/2018;False;Mandato: Segmento de Atuação: Tipo de Gestão:;03/2019;Investidor Qualificado;1;13460167;13332167;0,0000%;62592.33;0;0;
27.538.477/0001-81;213;0;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;16/05/2018;False;Mandato: Segmento de Atuação: Tipo de Gestão:;03/2019;Investidor Qualificado;1;13460167;13332167;0,0000%;62592.33;0;0;
00.868.235/0001-08;54316;BRHERMCTF004;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;03/2019;Investidores em Geral;7;102570508;102017574;0,4287%;1878.22;0;0;
28.851.767/0001-43;721821;BRHUSCCTF009;FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA;06/10/2017;True;Mandato: Desenvolvimento para RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;03/2019;Investidores em Geral;204;72367679;72285085;0,0000%;100.14;00000000158.00;0000000000000316.00;HUSC11      
14.217.108/0001-45;685000;BRFIIBCTF001;FUNDO DE INVESTIMENTO IMOBILIARIO INDUSTRIAL DO BRASIL;19/08/2011;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Passiva;03/2019;Investidores em Geral;9914;268860743;266228746;0,6694%;388.66;00000000438.00;0000000001123848.32;FIIB11      
18.369.510/0001-04;820112;BRFINFCTF002;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII;04/10/2013;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: LogísticaTipo de Gestão: Ativa;03/2019;Investidor Qualificado;4;116786226;116680995;;142.27;0;0;
28.830.325/0001-10;1868099;BRIRDMCTF004;FUNDO DE INVESTIMENTO IMOBILIARIO IRIDIUM RECEBIVEIS IMOBILIARIOS;06/03/2018;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Ativa;03/2019;Investidores em Geral;5979;180486625;178829821;0,6686%;95.73;00000000112.81;0000000000613697.41;IRDM11      
14.609.653/0001-87;81900;BRJCATCTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE - FII;16/11/2012;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;28;85521764;85384681;;1042.55;0;0;
17.211.882/0001-37;20000;BRJHCTCTF000;FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BERLIM;18/01/2013;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;03/2019;Investidor Qualificado;4;24183196;21275451;;1063.77;0;0;
24.703.709/0001-11;3000;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH;19/12/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;1;2718127;2703127;;901.04;0;0;
13.500.306/0001-59;101664;BRMBRFCTF004;FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL - FII;08/04/2011;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidores em Geral;2377;120545388;119946157;0,6785%;1179.83;00000001155.00;0000000000214334.19;MBRF11      
31.544.514/0001-31;63666271;0000;FUNDO DE INVESTIMENTO IMOBILIARIO MIRANTE DAS AGUAS;17/12/2018;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidor Qualificado e Profissional;2;63667442;63614053;0,0000%;1.0;0;0;
29.216.463/0001-77;1205927;BRMGFFCTF008;FUNDO DE INVESTIMENTO IMOBILIARIO MOGNO FUNDO DE FUNDOS;27/03/2018;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;3165;125443518;120733120;0,7794%;100.12;00000000097.15;0000000000271591.50;MGFF11      
19.628.741/0001-40;303214000;BRTWNICTF008;FUNDO DE INVESTIMENTO IMOBILIÁRIO MORUMBI TOWN I;03/10/2016;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;324207164;327010063;0,0000%;1.08;0;0;
23.537.203/0001-17;77850000;BRMVFICTF001;FUNDO DE INVESTIMENTO IMOBILIARIO MV9 - FII;16/10/2015;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;1;153480706;152627676;0,0590%;1.96;0;0;
23.781.211/0001-04;8813160;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII;27/11/2015;False;Mandato: RendaSegmento de Atuação: HospitalTipo de Gestão: Ativa;03/2019;Investidores em Geral;1;1248301343;692228193;1,0737%;78.54;0;0;
30.091.506/0001-14;1858616;BRFFCICTF005;FUNDO DE INVESTIMENTO IMOBILIARIO NOVA IGUACU - FII;12/01/2000;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidores em Geral;1;186782813;186684813;0,0000%;100.44;00000000174.10;0000000000519811.71;FFCI11      
28.516.650/0001-03;533916;BROUCYCTF003;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST CYRELA FII;02/03/2018;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;651;52681732;52195066;0,0000%;97.76;00000000091.90;0000000000069830.09;OUCY11      
28.693.595/0001-27;992565;BRWTSPCTF002;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I;23/02/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;81;96755240;88082703;0,0000%;88.74;00000000078.00;0000000000000390.00;WTSP11B     
00.613.094/0001-74;758400;BRPABYCTF012;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;False;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;03/2019;Investidores em Geral;317;195545130;189190312;0,0000%;249.46;00000000022.67;0000000000000542.06;PABY11      
17.161.979/0001-82;791000;BRFPNGCTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA;25/10/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidores em Geral;50;128586834;127690094;0,5564%;161.43;0;0;
15.098.422/0001-19;1350000;BRVTPLCTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO PLUS;13/12/2013;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;03/2019;Investidor Qualificado;56;117830639;115702277;0,9720%;85.71;0;0;
14.721.889/0001-00;8063667;BRVPSICTF007;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA;20/12/2012;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;03/2019;Investidores em Geral;53;148090927;148047420;0,3997%;18.36;0;0;
27.368.617/0001-10;313495;BRQNTSCTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO QUINTAS;22/03/2018;True;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;7;30708223;30631375;0,0000%;97.71;0;0;
14.088.246/0001-71;230;BRRWYMCTF001;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;30/07/2012;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;100142565;100108449;;435254.13;0;0;
03.855.441/0001-63;144210661;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA;02/05/2000;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;03/2019;Investidores em Geral;2;1694453895;60199312;0,0000%;0.42;0;0;
27.529.279/0001-51;1623931;BRRBRFCTF003;FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS;14/09/2017;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;6525;166483720;162163321;1,8979%;99.86;00000000102.00;0000000000280337.03;RBRF11      
30.166.700/0001-11;574763;BRFRBRCTF003;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PRIVATE CREDITO IMOBILIARIO;24/05/2018;True;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidor Qualificado;57;59415807;59032930;0,5001%;102.71;0;0;
21.408.063/0001-51;1346668;0;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII;11/11/2014;True;Mandato: Desenvolvimento para RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidor Qualificado;62;109371352;108563059;;80.62;0;0;
03.683.056/0001-86;2170000;BRFFCICTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA;12/01/2000;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidores em Geral;8209;372486501;371313039;0,2913%;171.11;00000000174.10;0000000000519811.71;FFCI11      
15.576.907/0001-70;405000;BRAGCXCTF003;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO - FII;01/11/2012;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidores em Geral;5388;436920516;432880658;0,7946%;1068.84;00000001208.00;0000000000260684.07;AGCX11      
15.006.286/0001-90;2676000;BRRNGOCTF003;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO - FII;20/04/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;12773;252166711;250826112;0,5126%;93.73;00000000084.81;0000000000155930.99;RNGO11      
15.006.286/0001-90;2676000;BRRNGOCTF003;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO - FII;20/04/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;12773;252166711;250826112;0,5126%;93.73;00000000084.81;0000000000155930.99;RNGO11      
09.350.920/0001-04;981472;BRSFNDCTF006;FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO;28/07/2008;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidores em Geral;55;106024415;105987119;0,0000%;107.99;0;0;
