ASSETS;CLASS;COMPANY_ID;DATE_INI;DY_LAST;EQUITY;EXCLUSIVE;ISIN;NAME;OWNERS;PRICE_QUOTA_EQUITY;QUOTA;REFERENCE;TARGET;CODISI;PREULT;VOLTOT;CODNEG;DATA
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;133;125926;THRA11      ;2019-05-15
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;133;146344;THRA11      ;2019-05-16
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;133;31228;THRA11      ;2019-05-17
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;133;119026;THRA11      ;2019-05-20
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;133;71011;THRA11      ;2019-05-21
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;133;183329;THRA11      ;2019-05-22
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;133;634324;THRA11      ;2019-05-23
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;133;125659;THRA11      ;2019-05-24
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;134;328845;THRA11      ;2019-05-27
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;133;561005;THRA11      ;2019-05-28
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;133;27661;THRA11      ;2019-05-29
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;134;187181;THRA11      ;2019-05-30
151790018;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;13.966.653/0001-71;22/12/2011;0,5728%;150342062;0.0;BRTHRACTF007;FII CYRELA THERA CORPORATE;2349;102.08;1472728;04/2019;Investidores em Geral;BRTHRACTF007;134;333103;THRA11      ;2019-05-31
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2339;1070742;FAMB11B     ;2019-05-02
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2390;267502;FAMB11B     ;2019-05-03
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2425;151449;FAMB11B     ;2019-05-06
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2431;268704;FAMB11B     ;2019-05-07
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2466;205133;FAMB11B     ;2019-05-08
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2540;173954;FAMB11B     ;2019-05-09
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2500;264439;FAMB11B     ;2019-05-10
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2550;696863;FAMB11B     ;2019-05-13
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2510;143751;FAMB11B     ;2019-05-14
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2578;342143;FAMB11B     ;2019-05-15
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2551;273914;FAMB11B     ;2019-05-16
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2550;293338;FAMB11B     ;2019-05-17
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2568;184230;FAMB11B     ;2019-05-20
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2587;534439;FAMB11B     ;2019-05-21
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2602;283956;FAMB11B     ;2019-05-22
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2630;282912;FAMB11B     ;2019-05-23
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2623;419366;FAMB11B     ;2019-05-24
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2646;100555;FAMB11B     ;2019-05-27
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2680;429622;FAMB11B     ;2019-05-28
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2730;402000;FAMB11B     ;2019-05-29
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2804;330098;FAMB11B     ;2019-05-30
344497566;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;05.562.312/0001-02;17/03/2003;0,9078%;336115390;0.0;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;3125;3207.21;104800;04/2019;Investidores em Geral;BRFAMBCTF018;2761;247713;FAMB11B     ;2019-05-31
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;300;45088;EDFO11B     ;2019-05-02
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;300;300;EDFO11B     ;2019-05-03
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;297;14561;EDFO11B     ;2019-05-06
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;300;1800;EDFO11B     ;2019-05-07
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;305;82264;EDFO11B     ;2019-05-08
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;300;16113;EDFO11B     ;2019-05-09
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;299;23758;EDFO11B     ;2019-05-10
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;299;14354;EDFO11B     ;2019-05-13
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;304;16274;EDFO11B     ;2019-05-14
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;296;77257;EDFO11B     ;2019-05-15
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;296;124654;EDFO11B     ;2019-05-16
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;296;35875;EDFO11B     ;2019-05-17
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;296;40847;EDFO11B     ;2019-05-20
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;296;10952;EDFO11B     ;2019-05-21
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;296;1184;EDFO11B     ;2019-05-22
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;292;36049;EDFO11B     ;2019-05-23
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;305;27249;EDFO11B     ;2019-05-24
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;304;8499;EDFO11B     ;2019-05-27
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;304;15137;EDFO11B     ;2019-05-28
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;304;3033;EDFO11B     ;2019-05-29
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;305;66147;EDFO11B     ;2019-05-30
44237636;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;06.175.262/0001-73;19/04/2004;0,9647%;43754009;0.0;BREDFOCTF004;FII EDIFÍCIO OURINVEST;542;185.4;236000;04/2019;Investidores em Geral;BREDFOCTF004;303;3030;EDFO11B     ;2019-05-31
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;153;8915;EURO11      ;2019-05-02
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;153;19663;EURO11      ;2019-05-03
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;153;47240;EURO11      ;2019-05-06
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;154;2467;EURO11      ;2019-05-07
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;154;5214;EURO11      ;2019-05-08
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;153;12204;EURO11      ;2019-05-09
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;152;91129;EURO11      ;2019-05-10
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;153;50706;EURO11      ;2019-05-13
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;151;41153;EURO11      ;2019-05-14
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;151;16876;EURO11      ;2019-05-15
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;147;64872;EURO11      ;2019-05-16
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;150;30405;EURO11      ;2019-05-17
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;149;35246;EURO11      ;2019-05-20
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;149;17039;EURO11      ;2019-05-21
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;149;61578;EURO11      ;2019-05-22
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;149;29323;EURO11      ;2019-05-23
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;150;12432;EURO11      ;2019-05-24
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;150;39864;EURO11      ;2019-05-27
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;152;89063;EURO11      ;2019-05-28
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;152;123669;EURO11      ;2019-05-29
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;152;315538;EURO11      ;2019-05-30
123077185;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;05.437.916/0001-27;10/12/2002;0,1877%;122729430;0.0;BREUROCTF011;FII EUROPAR;1320;319.66;383936;04/2019;Investidores em Geral;BREUROCTF011;154;116998;EURO11      ;2019-05-31
74653081;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;10.375.382/0001-91;21/09/2009;0,3715%;74266490;0.0;BRFLRPCTF006;FII FLORIPA SHOPPING;849;1333.55;55691;04/2019;Investidores em Geral;BRFLRPCTF006;1276;53264;FLRP11      ;2019-05-02
74653081;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;10.375.382/0001-91;21/09/2009;0,3715%;74266490;0.0;BRFLRPCTF006;FII FLORIPA SHOPPING;849;1333.55;55691;04/2019;Investidores em Geral;BRFLRPCTF006;1280;3840;FLRP11      ;2019-05-03
74653081;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;10.375.382/0001-91;21/09/2009;0,3715%;74266490;0.0;BRFLRPCTF006;FII FLORIPA SHOPPING;849;1333.55;55691;04/2019;Investidores em Geral;BRFLRPCTF006;1273;133627;FLRP11      ;2019-05-06
74653081;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;10.375.382/0001-91;21/09/2009;0,3715%;74266490;0.0;BRFLRPCTF006;FII FLORIPA SHOPPING;849;1333.55;55691;04/2019;Investidores em Geral;BRFLRPCTF006;1272;5089;FLRP11      ;2019-05-07
74653081;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;10.375.382/0001-91;21/09/2009;0,3715%;74266490;0.0;BRFLRPCTF006;FII FLORIPA SHOPPING;849;1333.55;55691;04/2019;Investidores em Geral;BRFLRPCTF006;1274;6369;FLRP11      ;2019-05-08
74653081;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;10.375.382/0001-91;21/09/2009;0,3715%;74266490;0.0;BRFLRPCTF006;FII FLORIPA SHOPPING;849;1333.55;55691;04/2019;Investidores em Geral;BRFLRPCTF006;1274;6467;FLRP11      ;2019-05-09
74653081;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;10.375.382/0001-91;21/09/2009;0,3715%;74266490;0.0;BRFLRPCTF006;FII FLORIPA SHOPPING;849;1333.55;55691;04/2019;Investidores em Geral;BRFLRPCTF006;1298;5169;FLRP11      ;2019-05-10
74653081;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;10.375.382/0001-91;21/09/2009;0,3715%;74266490;0.0;BRFLRPCTF006;FII FLORIPA SHOPPING;849;1333.55;55691;04/2019;Investidores em Geral;BRFLRPCTF006;1280;34694;FLRP11      ;2019-05-13
74653081;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;10.375.382/0001-91;21/09/2009;0,3715%;74266490;0.0;BRFLRPCTF006;FII FLORIPA SHOPPING;849;1333.55;55691;04/2019;Investidores em Geral;BRFLRPCTF006;1300;129584;FLRP11      ;2019-05-14
