COMPANY_ID;NAME;DATE_INI;EXCLUSIVE;CLASS;REFERENCE;TARGET;EQUITY;OWNERS;ASSETS;QUOTA;DY_LAST;PRICE_QUOTA_EQUITY;ISIN
18.307.582/0001-19;HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO;08/07/2013;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;243130124.0;5810;249920195;2468390.0;1,2739%;99.0;BRHFOFCTF002
20.834.884/0001-97;HEDGE TOP FOFII FUNDO DE INVESTIMENTO IMOBILIÁRIO;17/10/2014;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;107877912.0;199;113861534;850530.0;1,2602%;127.0;BRTFOFCTF007
30.017.492/0001-99;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;0.0;Mandato: Desenvolvimento para RendaSegmento de Atuação: HospitalTipo de Gestão: Ativa;04/2019;Investidores em Geral;8777379.0;1;8835385;9100.0;;965.0;0
08.098.114/0001-28;ICON REALTY I FUNDO DE INVESTIMENTO IMOBILIÁRIO;26/06/2006;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;345173102.0;1;608779205;3568083.0;0,4223%;97.0;BRPRGDCTF001
28.893.734/0001-66;RENOVA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;01/02/2018;1.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidor Profissional;149235860.0;1;153524337;179904.0;0,0000%;830.0;BRRNOVCTF002
15.463.207/0001-70;INHAÚMA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;05/04/2013;1.0;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidor Qualificado;35047658.0;1;284805628;10000.0;0,0000%;3505.0;0
15.447.108/0001-02;INTERNACIONAL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;01/03/2018;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1302863774.0;1;1306515589;1089450000.0;0,0000%;2.0;BRISSHCTF000
21.917.235/0001-12;IPS PB - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;04/03/2015;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidor Qualificado;201638357.0;1;385906639;130406.0;;1547.0;
21.500.500/0001-62;IRB INTERNACIONAL FUNDO DE INVESTIMENTO IMOBILIARIO - FII;11/09/2015;1.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidor Qualificado;320352170.0;1;320483881;1722169.0;0,4197%;187.0;BRIRBLCTF000
10.410.463/0001-85;ITACOATIARA FUNDO DE INVESTIMENTO IMOBILÁRIO;21/12/2010;0.0;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;59002183.0;1;59025183;1000000.0;;60.0;0
22.646.161/0001-90;IZAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;04/04/2016;0.0;Mandato: HíbridoSegmento de Atuação: ResidencialTipo de Gestão: Passiva;04/2019;Investidor Profissional;182509367.0;4;185913128;282421.0;0,0000%;647.0;
15.489.509/0001-17;JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;23/04/2015;0.0;Mandato: Segmento de Atuação: Tipo de Gestão:;01/2019;Investidor Qualificado;302724730.0;2;404154966;45929.0;0,0000%;6592.0;0
16.915.868/0001-51;JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FUNDO DE INVESTIMENTO IMOBILIARIO - FII;17/07/2013;0.0;Mandato: HíbridoSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Passiva;04/2019;Investidores em Geral;126386190.0;2614;126477750;1254164.0;0,8278%;101.0;BRRBBVCTF004
17.198.404/0001-34;JIVE ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;03/04/2017;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;6446380.0;1;6458511;16.0;0,0000%;402899.0;************
26.642.834/0001-94;JIVE ATIVOS IMOBILIÁRIOS II - FUNDO DE INVESTIMENTO IMOBILIÁRIO;01/08/2018;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;61479335.0;1;61491236;54775647.0;0,0000%;2.0;************
30.982.880/0001-00;JPP ALLOCATON MOGNO FUNDO DE INVESTIMENTO IMOBILIÁRIO;14/12/2018;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;16056432.0;14;16083305;157787.0;0,0000%;102.0;0
17.216.625/0001-98;JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03/05/2013;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;05/2019;Investidores em Geral;34414833.0;64;34537296;55000.0;;626.0;BRJPPCCTF001
11.268.335/0001-01;JPP FII - FII;02/01/2012;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;140895444.0;1;146014914;156.0;0,0000%;903176.0;BRJPPDCTF009
13.371.132/0001-71;JS REAL ESTATE MULTIGESTÃO - FII;06/06/2011;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;895479033.0;23301;906564795;8081791.0;0,5229%;111.0;BRJSRECTF007
23.876.086/0001-16;JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB;16/11/2016;0.0;Mandato: Desenvolvimento para VendaSegmento de Atuação: ResidencialTipo de Gestão: Ativa;04/2019;Investidores em Geral;26135040.0;7;26204010;214674.0;;122.0;BRJTPRCTF001
30.816.679/0001-52;KINEA CO-INVESTIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;22/03/2019;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;1971126.0;2;1993232;2000.0;0,0000%;986.0;BR003HCTF006
30.130.708/0001-28;KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03/07/2018;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;416814483.0;1576;421408168;4000000.0;0,9598%;105.0;BRKNHYCTF005
14.423.780/0001-97;KINEA II REAL ESTATE EQUITY FII;01/12/2011;0.0;Mandato: Desenvolvimento para VendaSegmento de Atuação: ResidencialTipo de Gestão: Ativa;04/2019;Investidor Qualificado;121018531.0;3346;124342164;18547161.0;0,5162%;7.0;BRKNRECTF006
24.960.430/0001-13;KINEA ÍNDICES DE PREÇOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;16/09/2016;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;1868528174.0;12810;1884966837;17450886.0;0,7954%;108.0;BRKNIPCTF001
12.005.956/0001-65;KINEA RENDA IMOBILIÁRIA - FII;11/08/2010;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;2778259074.0;71239;2828358689;19290512.0;0,5137%;145.0;BRKNRICTF007
16.706.958/0001-32;KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;15/10/2012;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;3650014587.0;39511;3674309826;34902454.0;0,5734%;105.0;BRKNCRCTF000
31.524.769/0001-32;KODY FUNDO DE INVESTIMENTO IMOBILIARIO;20/08/2018;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;31203182.0;13;31238982;2286513.0;0,0000%;14.0;000000
08.417.532/0001-30;FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM;14/08/2006;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidores em Geral;188838503.0;2;1319125906;46971.0;0,0000%;4021.0;0
19.239.245/0001-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII;04/09/2014;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;597650620.0;1;898850670;436312.0;0,0000%;1370.0;
17.007.528/0001-95;FUNDO DE INVESTIMENTO IMOBILIARIO GENERAL SEVERIANO;04/07/2016;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;04/2019;Investidor Qualificado e Profissional;46145525.0;53;60176263;38868.0;2,3268%;1188.0;BRGESECTF001
17.590.518/0001-25;FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SHOPPING ATIVO E RENDA - FII;20/06/2013;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;248133467.0;14003;249637670;2591500.0;0,8695%;96.0;BRFIGSCTF009
01.201.140/0001-90;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;17/05/1996;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;905535642.0;25089;912494928;12203833.0;0,6066%;75.0;BRABCPCTF000
23.740.527/0001-58;FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS;11/07/2017;0.0;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1233797851.0;3076;1245033318;12000000.0;0,8193%;103.0;BRGTWRCTF003
30.578.275/0001-78;FUNDO DE INVESTIMENTO IMOBILIÁRIO GV BLUE CHIP;05/07/2018;0.0;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;64994700.0;1;65016900;62663.0;0,0000%;1038.0;0
27.538.477/0001-81;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;16/05/2018;0.0;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidor Qualificado;13282384.0;1;13457999;213.0;0,0000%;62359.0;0
27.538.477/0001-81;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;16/05/2018;0.0;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidor Qualificado;13282384.0;1;13457999;213.0;0,0000%;62359.0;0
00.868.235/0001-08;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidores em Geral;102027563.0;7;102515729;54316.0;0,2838%;1879.0;BRHERMCTF004
28.851.767/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA;06/10/2017;1.0;Mandato: Desenvolvimento para RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;04/2019;Investidores em Geral;72350788.0;306;72422646;721821.0;0,0000%;101.0;BRHUSCCTF009
17.035.124/0001-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII;15/12/2014;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;05/2019;Investidor Profissional;21640507.0;1;130187697;1000.0;;21641.0;
14.217.108/0001-45;FUNDO DE INVESTIMENTO IMOBILIARIO INDUSTRIAL DO BRASIL;19/08/2011;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidores em Geral;266338730.0;11208;268974255;685000.0;0,6690%;389.0;BRFIIBCTF001
18.369.510/0001-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII;04/10/2013;0.0;Mandato: Desenvolvimento para RendaSegmento de Atuação: LogísticaTipo de Gestão: Ativa;04/2019;Investidor Qualificado;116476431.0;4;116592707;820112.0;;143.0;BRFINFCTF002
28.830.325/0001-10;FUNDO DE INVESTIMENTO IMOBILIARIO IRIDIUM RECEBIVEIS IMOBILIARIOS;06/03/2018;0.0;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;182066586.0;8892;186114648;1868099.0;0,8287%;98.0;BRIRDMCTF004
14.609.653/0001-87;FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE - FII;16/11/2012;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;85348205.0;28;85488629;81900.0;;1043.0;BRJCATCTF005
17.211.882/0001-37;FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BERLIM;18/01/2013;0.0;Mandato: Desenvolvimento para RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;04/2019;Investidor Qualificado;21258951.0;4;24166695;20000.0;;1063.0;BRJHCTCTF000
23.533.796/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO JK D - FII;01/12/2015;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;145350261.0;1;260651643;64451924.0;0,0000%;3.0;
23.532.837/0001-87;FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;16/10/2015;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;207189308.0;1;494767490;140707233.0;0,0000%;2.0;
24.703.709/0001-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH;19/12/2018;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;2630468.0;1;2645468;3000.0;;877.0;0
23.120.098/0001-16;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;17/12/2015;1.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;04/2019;Investidor Qualificado;420683824.0;50;673550131;2190609.0;0,0000%;193.0;
13.500.306/0001-59;FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL - FII;08/04/2011;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidores em Geral;119957639.0;2451;120569960;101664.0;0,7204%;1180.0;BRMBRFCTF004
27.602.955/0001-75;FUNDO DE INVESTIMENTO IMOBILIÁRIO MILLENIUM - FII;10/07/2017;0.0;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;33624471.0;0;33658504;365940.0;0,0000%;92.0;
31.544.514/0001-31;FUNDO DE INVESTIMENTO IMOBILIARIO MIRANTE DAS AGUAS;17/12/2018;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado e Profissional;63575273.0;2;63668757;63666271.0;0,0000%;1.0;0000
29.216.463/0001-77;FUNDO DE INVESTIMENTO IMOBILIARIO MOGNO FUNDO DE FUNDOS;27/03/2018;0.0;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;121036690.0;3535;125241558;1205927.0;1,0411%;101.0;BRMGFFCTF008
19.628.741/0001-40;FUNDO DE INVESTIMENTO IMOBILIÁRIO MORUMBI TOWN I;03/10/2016;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;328328587.0;1;324497716;303214000.0;0,0000%;2.0;BRTWNICTF008
23.537.203/0001-17;FUNDO DE INVESTIMENTO IMOBILIARIO MV9 - FII;16/10/2015;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;153049625.0;1;153746551;77850000.0;0,0409%;2.0;BRMVFICTF001
23.781.211/0001-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII;27/11/2015;0.0;Mandato: RendaSegmento de Atuação: HospitalTipo de Gestão: Ativa;04/2019;Investidores em Geral;675802973.0;1;1239595336;8824160.0;1,8780%;77.0;0
30.091.506/0001-14;FUNDO DE INVESTIMENTO IMOBILIARIO NOVA IGUACU - FII;12/01/2000;0.0;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidores em Geral;187000121.0;1;187073121;1858616.0;0,0000%;101.0;0
28.516.650/0001-03;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST CYRELA FII;02/03/2018;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;51539587.0;703;52044031;533916.0;0,0000%;97.0;BROUCYCTF003
13.974.819/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA;23/01/2013;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;90453223.0;250;91461265;1061694.0;0,0000%;86.0;BROULGCTF001
28.693.595/0001-27;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I;23/02/2018;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;88043713.0;89;96601181;992565.0;0,0000%;89.0;BRWTSPCTF002
00.613.094/0001-74;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;0.0;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;05/2019;Investidores em Geral;190723861.0;335;197220265;758400.0;0,0000%;252.0;BRPABYCTF012
17.161.979/0001-82;FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA;25/10/2012;0.0;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;05/2019;Investidores em Geral;127514579.0;50;128073866;791000.0;0,3104%;162.0;BRFPNGCTF005
15.098.422/0001-19;FUNDO DE INVESTIMENTO IMOBILIÁRIO PLUS;13/12/2013;0.0;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;04/2019;Investidor Qualificado;115958193.0;56;117525226;1350000.0;0,9664%;86.0;BRVTPLCTF009
14.665.312/0001-29;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE - FII;19/12/2013;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;11620320.0;2;11760307;37220027.0;0,0000%;1.0;
18.497.672/0001-10;FUNDO DE INVESTIMENTO IMOBILIARIO POLO ESTOQUE II - FII;08/05/2014;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;17374814.0;2;23418703;44668541.0;0,0000%;1.0;
14.721.889/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA;20/12/2012;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;148304381.0;53;148349014;8071897.0;0,4425%;19.0;BRVPSICTF007
27.368.617/0001-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO QUINTAS;22/03/2018;1.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;30619710.0;7;30696303;313495.0;0,0000%;98.0;BRQNTSCTF009
14.088.246/0001-71;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;30/07/2012;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidor Qualificado;100106433.0;1;100140549;230.0;;435246.0;BRRWYMCTF001
03.855.441/0001-63;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA;02/05/2000;0.0;Mandato: Desenvolvimento para RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;04/2019;Investidores em Geral;64033417.0;2;1715277376;144210661.0;0,0000%;1.0;0
27.529.279/0001-51;FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS;14/09/2017;0.0;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;196980108.0;7467;203097017;1966236.0;0,6410%;101.0;BRRBRFCTF003
30.166.700/0001-11;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PRIVATE CREDITO IMOBILIARIO;24/05/2018;1.0;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;62771970.0;58;63292554;608678.0;0,6494%;104.0;BRFRBRCTF003
23.964.908/0001-10;PRIME 16 -FUNDO DE INVESTIMENTO IMOBILIÁRIO;04/01/2016;1.0;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;05/2019;Investidor Profissional;355230801.0;1;357681646;542458.0;;655.0;BR00KGCTF006
31.962.875/0001-06;PROLOGIS BRAZIL LOGISTICS VENTURE FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/08/2013;0.0;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;04/2019;Investidor Profissional;2363184333.0;2;2511894343;2326380.0;;1016.0;BRPBLVCTF007
13.125.823/0001-95;PSG - FUNDO DE INVESTIMENTO IMOBILIÁRIO;26/11/2014;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1011551.0;1;41519082;316.0;;3202.0;
18.570.740/0001-29;QUORUM HASTA - FUNDO DE INVESTIMENTO IMOBILARIO - FII;05/08/2014;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;4523763.0;12;4549659;7674.0;;590.0;
12.978.943/0001-72;RB CAPITAL ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;07/04/2011;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;04/2019;Investidor Qualificado e Profissional;48331212.0;2;402714569;610100.0;;80.0;
11.945.604/0001-27;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;27/09/2010;0.0;Mandato: Desenvolvimento para VendaSegmento de Atuação: ResidencialTipo de Gestão: Ativa;04/2019;Investidor Qualificado;20661487.0;668;25357271;126523.0;1,0744%;164.0;BRRBDSCTF006
19.249.989/0001-08;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;30/04/2019;0.0;Mandato: Desenvolvimento para VendaSegmento de Atuação: ResidencialTipo de Gestão: Ativa;04/2019;Investidor Qualificado;13750000.0;26;13750000;13750.0;;1000.0;-
13.652.006/0001-95;RB CAPITAL GENERAL SHOPPING SULACAP FII;25/08/2011;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;100040674.0;2016;100340622;1078000.0;0,1105%;93.0;BRRBGSCTF009
13.568.181/0001-07;RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIARIO - FII;30/05/2011;0.0;Mandato: Segmento de Atuação: Tipo de Gestão:;05/2019;Investidor Qualificado e Profissional;2646267.0;1;76759491;54288.0;;49.0;0
18.330.535/0001-96;RB CAPITAL PETROS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;23/09/2013;1.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;224733415.0;1;226150321;474468.0;0,5068%;474.0;BRRBCACTF006
08.696.175/0001-97;RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;30/01/2007;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;178756836.0;5372;178878426;927162.0;0,6314%;193.0;BRFIIPCTF001
09.006.914/0001-34;RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;13/08/2007;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;144800882.0;4723;146383875;1851786.0;0,6745%;79.0;BRRBRDCTF008
26.511.274/0001-39;RB CAPITAL RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;15/08/2018;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;61426547.0;142;61627774;60014.0;0,0000%;1024.0;BRRCRICTF005
29.299.737/0001-39;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;30/07/2018;0.0;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;30145935.0;56;30176529;28555.0;0,0000%;1056.0;BRRBTSCF002
17.374.696/0001-19;REAG RENDA IMOBILIÁRIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;-3/-0/ 201;0.0;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidores em Geral;243437005.0;1161;243665230;244380.0;;997.0;BRDOMCCTF004
18.836.451/0001-29;REAG RIACHO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;16/12/2013;0.0;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidor Qualificado;546508.0;3;110440128;100.0;0,0000%;5466.0;0
11.233.841/0001-65;REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;01/12/2009;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;167116610.0;2;174127621;1385320.0;0,0000%;121.0;
14.793.782/0001-78;RENDA DE ESCRITÓRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;20/11/2011;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;61218495.0;1296;61754053;742000.0;0,0606%;83.0;BRRDESCTF000
12.659.641/0001-31;RIO BRAVO CRÉDITO IMOBILIÁRIO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;22/06/2011;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1205669.0;411;1859045;53100.0;0,5686%;23.0;BRRBCBCTF004
15.769.670/0001-44;RIO BRAVO CRÉDITO IMOBILIÁRIO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;18/12/2012;0.0;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidores em Geral;26242903.0;1197;26373369;515824.0;0,3655%;51.0;BRRBVOCTF007
