COMPANY_ID;QUOTA;ISIN;NAME;DATE_INI;EXCLUSIVE;CLASS;REFERENCE;TARGET;OWNERS;ASSETS;EQUITY;DY_LAST;PRICE_QUOTA_EQUITY
10.869.155/0001-12;238477;BRPQDPCTF004;FII PARQUE DOM PEDRO SHOPPING CENTER;19/06/2009;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;3882;710721381;702120903;0,5036%;2944.19
01.636.325/0001-28;233608;BRPMOVCTF008;FII PATEO MOINHOS DE VENTO;10/01/1997;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;4;254664260;252108730;0,4937%;1079.2
09.150.967/0001-24;69717;0;FII PATRIMONIAL IV;18/10/2007;False;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidores em Geral;1;88926300;19606288;;281.23
07.583.627/0001-61;224952;0;FII PENINSULA;23/06/2005;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;04/2019;Investidor Qualificado;1;3117947557;1964785230;0,0000%;8734.24
10.456.799/0001-89;31219;0;FII PHORBIS;24/10/2008;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidor Qualificado;2;496263958;442769663;0,0000%;14182.7
10.427.246/0001-06;6179347;BRPMEPCTF001;FII PRIME PORTFOLIO;03/02/2009;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;631987240;616296146;1,4479%;99.73
03.251.720/0001-18;750000;BRFPABCTF011;FII PROJ AGUA BRANCA;30/06/1999;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;960;283233076;279659026;0,4964%;372.88
09.276.964/0001-31;1193083;BRPRPYCTF008;FII PROPERTY INVEST;18/12/2007;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;1;91427945;91367967;-0,1858%;76.58
07.352.632/0001-63;40000;BRRDBSCTF006;FII RODOBENS;19/04/2005;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;04/2019;Investidores em Geral;1;18967657;17830467;-0,3152%;445.76
14.879.856/0001-93;2522968;BRJRDMCTF002;FII SHOPPING JARDIM SUL;17/07/2012;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;5098;211997178;208983055;0,5537%;82.83
07.224.019/0001-60;1639737;BRSHDPCTF007;FII SHOPPING PARQUE D PEDRO;28/01/2005;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;4;1991544291;1978164435;0,5268%;1206.39
07.122.725/0001-00;111177;BRALMICTF003;FII TORRE ALMIRANTE;19/11/2004;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;4354;196238311;190752341;-0,0850%;1715.75
04.722.883/0001-02;3935562;BRTRNTCTF013;FII TORRE NORTE;10/10/2001;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;666;793117338;784873459;0,3242%;199.43
13.022.993/0001-44;2150000;BRFVBICTF004;FII VBI FL 4440;03/06/2011;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;5024;204733713;201750837;0,3849%;93.84
20.265.434/0001-20;1383630;BRVTSCCTF002;FII VOTORANTIM SECURITIES IV;13/03/2015;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;842;1452929187;1412191955;0,0000%;1020.64
14.074.721/0001-50;52918;0;FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO;22/09/2014;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado e Profissional;2;56993051;56306391;0,0000%;1064.03
28.065.397/0001-19;58266;0;FL SHOPPINGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/09/2017;False;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidor Qualificado;3;55400918;55301762;0,0000%;949.13
04.782.236/0001-88;2975484;;FP F ANDROMEDA FII;24/08/2001;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidor Qualificado e Profissional;3;552087345;524014556;0,5644%;176.11
04.782.236/0001-88;2975484;;FP F ANDROMEDA FII;24/08/2001;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidor Qualificado e Profissional;3;552087345;524014556;0,5644%;176.11
27.771.568/0001-62;3500;;FRAM CAPITAL VI FUNDO DE INVESTIMENTO IMOBILIARIO;04/07/2018;True;Mandato: Desenvolvimento para RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;1188710;1163274;0,0000%;332.36
02.027.437/0001-44;140000;BRBMIICTF007;FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO;10/07/1997;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidores em Geral;12;65677222;65482897;0,0000%;467.73
30.091.444/0001-40;1317933;BRKFOFCTF006;FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO KINEA FII;03/09/2018;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;976;143746594;139502348;0,4944%;105.85
29.787.928/0001-40;1700000;BRBTCRCTF006;FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL CREDITO IMOBILIARIO;13/03/2018;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;3833;167912965;167030238;0,3888%;98.25
20.019.120/0001-48;383059;BR00GECTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII 4KIDS;13/11/2014;True;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidor Qualificado;1;161493573;161433573;-0,0177%;421.43
14.788.458/0001-61;429421;BRAMSACTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII AMETISTA;27/01/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;1;11557021;11530771;11,3732%;26.85
17.324.357/0001-28;2668860;BRBPFFCTF002;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS;08/04/2013;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidores em Geral;6021;259227272;257396342;0,6765%;96.44
20.680.775/0001-62;902535;BRBRRICTF007;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRISA RENDA IMOBILIÁRIA;23/09/2014;True;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;1185604431;1151220372;0,5143%;1275.54
29.800.650/0001-01;1201346;BRBPRPCTF006;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRLPROP;14/03/2018;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;04/2019;Investidor Qualificado;62;120060794;119991018;-0,0178%;99.88
08.924.783/0001-01;19224537;BRBRCRCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL CORPORATE OFFICE FUND;21/06/2007;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;62463;2292996618;2079156340;0,7799%;108.15
09.552.812/0001-14;1461280;BRFEXCCTF007;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE CRI;06/05/2008;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;6329;151156086;149761248;0,8263%;102.49
11.026.627/0001-38;8449360;BRBCFFCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE FUNDOS;07/01/2010;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;50608;743892191;731650983;0,4871%;86.59
15.799.397/0001-09;1815696;BRCEOCCTF003;FUNDO DE INVESTIMENTO IMOBILIARIO - FII CEO CYRELA COMMERCIAL PROPERTIES;07/11/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;4616;161589104;160392732;0,6187%;88.34
15.333.306/0001-37;3812055;BREDGACTF001;FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA;05/09/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;5406;328580784;326119050;0,2228%;85.55
14.788.476/0001-43;11896;;FUNDO DE INVESTIMENTO IMOBILIARIO - FII ESMERALDA;29/01/2013;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;12/2017;Investidores em Geral;1;22940688;197457;0,0000%;16.6
17.282.011/0001-04;205983;BRGLDNCTF009;FUNDO DE INVESTIMENTO IMOBILIARIO - FII GOLDEN;15/02/2013;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;1;372863204;214244630;-1,9354%;1040.11
20.787.427/0001-99;20890;BRFMLICTF002;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII MEILI;18/12/2014;False;Mandato: RendaSegmento de Atuação: HotelTipo de Gestão: Passiva;04/2019;Investidores em Geral;1;14531176;14476033;-0,2796%;692.96
18.085.673/0001-57;41000;BRNCHBCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII NCH BRASIL RECEBÍVEIS IMOBILIÁRIOS;25/10/2015;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;11993421;11857444;0,8113%;289.21
17.025.970/0001-44;41494533;BRNVHOCTF003;FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE;28/07/2014;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: HospitalTipo de Gestão: Ativa;04/2019;Investidor Qualificado;93;302353485;298345864;0,7336%;7.19
14.788.492/0001-36;1836202;BRPATBCTF004;FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES;21/01/2013;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;67;512111970;179045868;0,8048%;97.51
26.314.437/0001-93;515;BRRBRMCTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RBR DESENVOLVIMENTO;04/10/2016;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidor Qualificado;45;48718093;48536487;-0,2956%;94245.61
29.467.977/0001-03;4693062;BRRBRRCTF008;FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE;03/05/2018;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;37056;458602645;453576010;0,4448%;96.65
17.311.079/0001-74;1429740;BRSAICCTF009;FUNDO DE INVESTIMENTO IMOBILIARIO - FII SIA CORPORATE;19/03/2014;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidor Qualificado;51;91427270;90838243;0,0000%;63.53
17.365.105/0001-47;10050000;BRTBOFCTF006;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE;07/06/2013;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;9428;889497060;879003566;0,6992%;87.46
28.152.272/0001-26;3297522;BRUBSRCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS;16/10/2017;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;1592;325810507;322885402;0,7557%;97.92
28.152.272/0001-26;3297522;BRUBSRCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS;16/10/2017;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;1592;325810507;322885402;0,7557%;97.92
15.296.696/0001-12;1784828;BRVLOLCTF009;FUNDO DE INVESTIMENTO IMOBILIARIO - FII VILA OLIMPIA CORPORATE;08/08/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;5068;153163277;151857358;0,3743%;85.08
30.982.923/0001-57;4120;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII VITACON;24/12/2018;False;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;4018628;4001628;0,0000%;971.27
26.846.202/0001-42;159812;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO - HABITAT I;02/12/2016;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidores em Geral;64;188780627;187572938;0,0000%;1173.71
30.629.603/0001-18;3030000;BRLVBICTF002;FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO;09/11/2018;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Ativa;04/2019;Investidores em Geral;841;301537107;295600977;0,7764%;97.56
29.267.567/0001-00;534283;-;FUNDO DE INVESTIMENTO IMOBILIÁRIO BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII;12/12/2018;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Profissional;12;53806921;53326852;0,8626%;99.81
15.461.076/0001-91;1841677;BRBRHTCTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS;22/08/2012;True;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidor Qualificado e Profissional;11;159649428;158543234;;86.09
15.461.076/0001-91;1841677;BRBRHTCTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS;22/08/2012;True;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidor Qualificado e Profissional;11;159649428;158543234;;86.09
26.846.134/0001-11;860;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL LAND;28/11/2016;False;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;45509;21110;0,0000%;24.55
21.126.204/0001-43;625540;BRBVARCTF006;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO;30/10/2014;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidores em Geral;69;693413946;693037355;1,2738%;1107.9
10.991.914/0001-15;68518;BRCXCECTF004;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE;13/07/2009;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;1030;146258906;144486770;0,9095%;2108.74
22.211.522/0001-75;180;BRCXSPCTF006;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CONVIDA SUAPE - FII;21/05/2015;True;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;211017995;202590702;;1125503.9
13.020.465/0001-56;297;BRCXDSCTF002;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA DESENVOLVIMENTO IMOBILIARIO;01/05/2013;True;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;276413164;252844155;0,0000%;851327.12
12.969.125/0001-03;467;BRINCPCTF008;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA INCORPORACAO;31/05/2012;False;Mandato: Desenvolvimento para VendaSegmento de Atuação: ResidencialTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;551240531;543589819;0,0000%;1164003.9
12.887.506/0001-43;53597;BRCXTLCTF003;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA;07/12/2011;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;04/2019;Investidores em Geral;608;38565180;37851730;0,1128%;706.23
30.492.505/0001-81;77318778;BRCDUPCTF004;FUNDO DE INVESTIMENTO IMOBILIÁRIO CDURP;11/06/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;84180093;84148680;0,0000%;1.09
00.762.723/0001-28;2594279;BRCTXTCTF014;FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL;18/08/1995;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidores em Geral;3532;124200489;123193353;0,7779%;47.49
23.582.914/0001-03;45009054;BRCJFICTF007;FUNDO DE INVESTIMENTO IMOBILIÁRIO CJ - FII;20/10/2015;True;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;1;206965636;85292724;0,1923%;1.9
27.368.863/0001-72;196247;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO COLATERAL;25/01/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;196133077;195883401;;998.15
12.927.767/0001-40;290922157;BRRPORCTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO DA REGIÃO DO PORTO;30/03/2011;True;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;2;4634712076;246911532;0,0000%;0.85
18.730.914/0001-73;55;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO EXCLUSIVO INFRA PATRIMONIAL II;06/09/2013;True;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;89732203;89281196;;1623294.47
08.417.532/0001-30;46971;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM;14/08/2006;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidores em Geral;2;1319125906;188838503;0,0000%;4020.32
19.239.245/0001-02;436312;;FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII;04/09/2014;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;898850670;597650620;0,0000%;1369.78
17.007.528/0001-95;38868;BRGESECTF001;FUNDO DE INVESTIMENTO IMOBILIARIO GENERAL SEVERIANO;04/07/2016;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;04/2019;Investidor Qualificado e Profissional;53;60176263;46145525;2,3268%;1187.24
17.590.518/0001-25;2591500;BRFIGSCTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SHOPPING ATIVO E RENDA - FII;20/06/2013;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;14003;249637670;248133467;0,8695%;95.75
01.201.140/0001-90;12203833;BRABCPCTF000;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;17/05/1996;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;25089;912494928;905535642;0,6066%;74.2
23.740.527/0001-58;12000000;BRGTWRCTF003;FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS;11/07/2017;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidor Qualificado;3076;1245033318;1233797851;0,8193%;102.82
30.578.275/0001-78;62663;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO GV BLUE CHIP;05/07/2018;False;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;65016900;64994700;0,0000%;1037.21
27.538.477/0001-81;213;0;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;16/05/2018;False;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidor Qualificado;1;13457999;13282384;0,0000%;62358.61
27.538.477/0001-81;213;0;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;16/05/2018;False;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidor Qualificado;1;13457999;13282384;0,0000%;62358.61
00.868.235/0001-08;54316;BRHERMCTF004;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;03/10/1995;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidores em Geral;7;102515729;102027563;0,2838%;1878.41
28.851.767/0001-43;721821;BRHUSCCTF009;FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA;06/10/2017;True;Mandato: Desenvolvimento para RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;04/2019;Investidores em Geral;306;72422646;72350788;0,0000%;100.23
17.035.124/0001-05;1000;;FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII;30/12/2014;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;130037069;21064596;;21064.6
14.217.108/0001-45;685000;BRFIIBCTF001;FUNDO DE INVESTIMENTO IMOBILIARIO INDUSTRIAL DO BRASIL;19/08/2011;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidores em Geral;11208;268974255;266338730;0,6690%;388.82
18.369.510/0001-04;820112;BRFINFCTF002;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII;04/10/2013;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: LogísticaTipo de Gestão: Ativa;04/2019;Investidor Qualificado;4;116592707;116476431;;142.03
28.830.325/0001-10;1868099;BRIRDMCTF004;FUNDO DE INVESTIMENTO IMOBILIARIO IRIDIUM RECEBIVEIS IMOBILIARIOS;06/03/2018;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;8892;186114648;182066586;0,8287%;97.46
14.609.653/0001-87;81900;BRJCATCTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE - FII;16/11/2012;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;28;85488629;85348205;;1042.1
17.211.882/0001-37;20000;BRJHCTCTF000;FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BERLIM;18/01/2013;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;04/2019;Investidor Qualificado;4;24166695;21258951;;1062.95
23.533.796/0001-43;64451924;;FUNDO DE INVESTIMENTO IMOBILIARIO JK D - FII;01/12/2015;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;260651643;145350261;0,0000%;2.26
23.532.837/0001-87;140707233;;FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;16/10/2015;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;494767490;207189308;0,0000%;1.47
24.703.709/0001-11;3000;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH;19/12/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;1;2645468;2630468;;876.82
23.120.098/0001-16;2190609;;FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC;17/12/2015;True;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;04/2019;Investidor Qualificado;50;673550131;420683824;0,0000%;192.04
13.500.306/0001-59;101664;BRMBRFCTF004;FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL - FII;08/04/2011;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidores em Geral;2451;120569960;119957639;0,7204%;1179.94
27.602.955/0001-75;365940;;FUNDO DE INVESTIMENTO IMOBILIÁRIO MILLENIUM - FII;10/07/2017;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;0;33658504;33624471;0,0000%;91.89
31.544.514/0001-31;63666271;0000;FUNDO DE INVESTIMENTO IMOBILIARIO MIRANTE DAS AGUAS;17/12/2018;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado e Profissional;2;63668757;63575273;0,0000%;1.0
29.216.463/0001-77;1205927;BRMGFFCTF008;FUNDO DE INVESTIMENTO IMOBILIARIO MOGNO FUNDO DE FUNDOS;27/03/2018;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;3535;125241558;121036690;1,0411%;100.37
19.628.741/0001-40;303214000;BRTWNICTF008;FUNDO DE INVESTIMENTO IMOBILIÁRIO MORUMBI TOWN I;03/10/2016;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;324497716;328328587;0,0000%;1.08
23.537.203/0001-17;77850000;BRMVFICTF001;FUNDO DE INVESTIMENTO IMOBILIARIO MV9 - FII;16/10/2015;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;1;153746551;153049625;0,0409%;1.97
23.781.211/0001-04;8824160;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII;27/11/2015;False;Mandato: RendaSegmento de Atuação: HospitalTipo de Gestão: Ativa;04/2019;Investidores em Geral;1;1239595336;675802973;1,8780%;76.59
30.091.506/0001-14;1858616;0;FUNDO DE INVESTIMENTO IMOBILIARIO NOVA IGUACU - FII;12/01/2000;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidores em Geral;1;187073121;187000121;0,0000%;100.61
28.516.650/0001-03;533916;BROUCYCTF003;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST CYRELA FII;02/03/2018;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;703;52044031;51539587;0,0000%;96.53
13.974.819/0001-00;1061694;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA;23/01/2013;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;250;91461265;90453223;0,0000%;85.2
